
# ignored species : 2

# ../ens_synthelogs.pl -d Plants -c Brassicaceae -r arabidopsis_thaliana -o  -f  -a 1 -t protein -G 75 -L 0

# supported species in NCBI taxon Brassicaceae : 4

# total selected species : 4

# re-using /homes/bcontreras/plant_tools/compara/downloads/Compara.100.protein_default.homologies.arabidopsis_thaliana.tsv.gz

# re-using /homes/bcontreras/plant_tools/compara/downloads/Arabidopsis_thaliana.TAIR10.47.gtf.gz

gene	location	arabidopsis_lyrata	brassica_rapa	brassica_oleracea	arabidopsis_thaliana
AT1G68680	1:25785506-25787342:+	fgenesh1_pm.C_scaffold_2000919	Bra004023.1-P	Bo6g095980.1	AT1G68680.1
AT1G68690	1:25788305-25792324:+	scaffold_201716.1	Bra004022.1-P	NA	AT1G68690.2
AT1G68700	1:25792593-25793123:+	scaffold_201717.1	Bra004021.1-P	NA	AT1G68700.1
AT1G68710	1:25793207-25799061:-	fgenesh2_kg.2__1127__AT1G68710.1	NA	Bo6g107180.1	AT1G68710.3
AT1G68720	1:25804392-25809031:+	fgenesh1_pg.C_scaffold_2001214	NA	NA	AT1G68720.1
AT1G68725	1:25809298-25810130:+	fgenesh1_pm.C_scaffold_2000924	NA	Bo6g107190.1	AT1G68725.1
AT1G68730	1:25810321-25811180:-	fgenesh1_pm.C_scaffold_2000925	NA	NA	AT1G68730.1
AT1G68740	1:25812449-25816983:-	NA	Bra038357.1-P	Bo2g061160.1	AT1G68740.1
AT1G68750	1:25822716-25828147:-	fgenesh1_pm.C_scaffold_2000927	NA	NA	AT1G68750.1
AT1G68760	1:25828890-25829813:+	fgenesh2_kg.2__1133__AT1G68760.1	Bra038355.1-P	Bo2g061190.1	AT1G68760.1
AT1G68765	1:25829917-25830781:-	fgenesh2_kg.2__1134__AT1G68765.1	Bra038354.1-P	Bo2g061200.1	AT1G68765.1
AT1G68780	1:25831662-25833966:-	fgenesh2_kg.2__1135__AT1G68780.1	NA	NA	AT1G68780.1
AT1G68790	1:25834686-25839541:-	fgenesh2_kg.2__1136__AT1G68790.1	Bra038353.1-P	Bo2g061210.1	AT1G68790.1
AT1G68795	1:25840626-25841686:-	Al_scaffold_0002_1539	Bra038351.1-P,Bra004337.1-P	Bo6g107230.1,Bo2g061230.1	AT1G68795.1
AT1G68800	1:25845892-25850131:-	fgenesh1_pm.C_scaffold_2000933	NA	Bo6g107240.1	AT1G68800.2
AT1G68810	1:25861094-25863534:+	fgenesh2_kg.2__1138__AT1G68810.1	Bra004338.1-P	Bo6g108270.1	AT1G68810.1
AT1G68820	1:25865471-25869029:+	fgenesh2_kg.2__1139__AT1G68820.1	Bra004339.1-P	Bo6g108280.1	AT1G68820.4
AT1G68830	1:25872412-25875662:-	fgenesh1_pm.C_scaffold_2000936	Bra004340.1-P	Bo6g108290.1	AT1G68830.1
AT1G68840	1:25880155-25882222:+	fgenesh2_kg.2__1141__AT1G68840.1	NA	NA	AT1G68840.1
AT1G68850	1:25883556-25885261:-	fgenesh2_kg.2__1142__AT1G68850.1	Bra004343.1-P,Bra038345.1-P	Bo2g061330.1,Bo6g108320.1	AT1G68850.1
AT1G68870	1:25889074-25889734:+	NA	Bra038344.1-P	Bo2g061350.1,Bo6g108350.1	AT1G68870.1
AT1G68875	1:25892086-25892811:+	scaffold_201741.1	NA	Bo2g061360.1	AT1G68875.1
AT1G68877	1:25893305-25893515:-	scaffold_201742.1	NA	NA	AT1G68877.1
AT1G68880	1:25893971-25895056:-	fgenesh2_kg.2__1145__AT1G68880.1	NA	NA	AT1G68880.1
AT1G68890	1:25896854-25906714:+	scaffold_201744.1	NA	NA	AT1G68890.1
AT1G68905	1:25906716-25907092:-	fgenesh2_kg.2__1147__AT1G68905.1	NA	NA	AT1G68905.1
AT1G68907	1:25907429-25907891:-	Al_scaffold_0002_1552	NA	NA	AT1G68907.1
AT1G68910	1:25908046-25911277:-	fgenesh2_kg.2__1149__AT1G68910.1	NA	Bo2g062440.1	AT1G68910.1
AT1G68920	1:25914976-25918007:+	NA	NA	Bo6g108460.1	AT1G68920.1
AT1G68930	1:25918066-25921034:+	fgenesh2_kg.2__1154__AT1G68930.1	Bra004350.1-P	Bo6g108480.1	AT1G68930.1
AT1G68940	1:25921453-25926075:-	fgenesh1_pg.C_scaffold_2001237	Bra004351.1-P	Bo6g108490.1	AT1G68940.2
AT1G68960	1:25929896-25931257:+	NA	Bra004352.1-P	NA	AT1G68960.1
AT1G68980	1:25932955-25935030:+	fgenesh2_kg.2__1157__AT1G68980.1	NA	NA	AT1G68980.1
AT1G68990	1:25934997-25940996:-	NA	Bra004354.1-P	Bo6g108520.1	AT1G68990.2
AT1G69010	1:25941629-25944265:+	fgenesh2_kg.2__1159__AT1G69010.1	Bra004355.1-P	Bo6g108530.1	AT1G69010.1
AT1G69020	1:25943886-25947211:-	fgenesh2_kg.2__1160__AT1G69020.1	Bra004356.1-P	Bo6g108540.1	AT1G69020.2
AT1G69030	1:25947236-25949340:-	scaffold_201757.1	Bra038331.1-P	Bo2g062570.1	AT1G69030.1
AT1G69040	1:25957567-25960401:+	fgenesh2_kg.2__1162__AT1G69040.2	Bra038330.1-P,Bra004357.1-P	Bo6g108560.1,Bo2g062590.1	AT1G69040.2
AT1G69050	1:25961604-25962435:+	fgenesh2_kg.2__1164__AT1G69050.1	Bra004358.1-P,Bra038329.1-P	Bo2g062600.1,Bo6g108570.1	AT1G69050.1
AT1G69060	1:25964319-25967450:+	fgenesh2_kg.2__1165__AT1G69060.1	NA	Bo6g108580.1	AT1G69060.1
AT1G69070	1:25967312-25971542:-	fgenesh1_pg.C_scaffold_2001247	NA	NA	AT1G69070.2
AT1G69080	1:25971915-25973505:-	fgenesh2_kg.2__1168__AT1G69080.1	NA	NA	AT1G69080.1
AT1G69100	1:25979948-25981559:+	scaffold_201764.1	NA	NA	AT1G69100.2
AT1G69120	1:25982294-25986349:-	fgenesh2_kg.2__1169__AT1G69120.1	NA	NA	AT1G69120.1
AT1G69160	1:25999837-26001614:+	fgenesh2_kg.2__1170__AT1G69160.1	NA	NA	AT1G69160.1
AT1G69170	1:26005068-26007368:+	fgenesh1_pg.C_scaffold_2001253	Bra004363.1-P	Bo6g108620.1	AT1G69170.1
AT1G69180	1:26007350-26009141:-	fgenesh2_kg.2__1172__AT1G69180.1	Bra004364.1-P	Bo6g108630.1	AT1G69180.1
AT1G69190	1:26013012-26015018:-	fgenesh2_kg.2__1173__AT1G69190.1	NA	NA	AT1G69190.1
AT1G69200	1:26016024-26018365:+	fgenesh2_kg.2__1174__AT1G69200.1	Bra004365.1-P	Bo6g108640.1	AT1G69200.1
AT1G69220	1:26020089-26026285:-	fgenesh1_pm.C_scaffold_2000963	NA	NA	AT1G69220.1
AT1G69230	1:26026253-26027771:-	fgenesh2_kg.2__1179__AT1G69230.1	Bra038321.1-P	NA	AT1G69230.1
AT1G69240	1:26027882-26030312:-	fgenesh2_kg.2__1181__AT1G69240.1	Bra038320.1-P	Bo2g062890.1	AT1G69240.1
AT1G69250	1:26032637-26035515:+	scaffold_201779.1	Bra038318.1-P	Bo2g062900.1	AT1G69250.1
AT1G69260	1:26038905-26040720:+	scaffold_201780.1	NA	NA	AT1G69260.1
AT1G69270	1:26040689-26042741:-	fgenesh2_kg.2__1183__AT1G69270.1	Bra038316.1-P	Bo2g062920.1	AT1G69270.1
AT1G69280	1:26045158-26048190:-	NA	NA	Bo6g108730.1	AT1G69280.3
AT1G69290	1:26047372-26049348:-	fgenesh1_pg.C_scaffold_2001263	NA	Bo2g062970.1	AT1G69290.1
AT1G69295	1:26050143-26052721:-	scaffold_201784.1	Bra038314.1-P	Bo6g108740.1,Bo2g062980.1	AT1G69295.1
AT1G69310	1:26054275-26058383:-	fgenesh2_kg.2__1186__AT1G69310.1	Bra038313.1-P	Bo2g062990.1,Bo6g108750.1	AT1G69310.2
AT1G69320	1:26061774-26062536:+	fgenesh1_pm.C_scaffold_2000968	Bra004371.1-P	Bo6g108760.1	AT1G69320.1
AT1G69325	1:26063187-26063877:+	NA	Bra038312.1-P,Bra004372.1-P	Bo2g063000.1	AT1G69325.1
AT1G69330	1:26063662-26065518:-	fgenesh2_kg.2__1190__AT1G69330.1	Bra004373.1-P	Bo6g108770.1	AT1G69330.1
AT1G69340	1:26065698-26069843:+	fgenesh2_kg.2__1191__AT1G69340.1	NA	NA	AT1G69340.2
AT1G69350	1:26069880-26072245:+	fgenesh1_pg.C_scaffold_2001268	Bra004374.1-P	NA	AT1G69350.1
AT1G69360	1:26072284-26076374:-	Al_scaffold_0002_1594	Bra004375.1-P	Bo6g108790.1	AT1G69360.1
AT1G69370	1:26079956-26081727:+	scaffold_201792.1	Bra004376.1-P	NA	AT1G69370.1
AT1G69380	1:26081566-26083606:-	fgenesh2_kg.2__1195__AT1G69380.1	Bra004377.1-P	Bo6g108810.1	AT1G69380.1
AT1G69390	1:26084562-26086512:+	fgenesh2_kg.2__1196__AT1G69390.1	Bra004378.1-P	NA	AT1G69390.1
AT1G69400	1:26086881-26089034:+	fgenesh2_kg.2__1198__AT1G69400.1	Bra038307.1-P	NA	AT1G69400.1
AT1G69410	1:26089030-26090734:+	scaffold_201796.1	Bra004379.1-P	Bo6g108830.1	AT1G69410.1
AT1G69430	1:26097729-26099388:+	Al_scaffold_0002_1601	NA	NA	AT1G69430.1
AT1G69440	1:26101407-26105328:-	fgenesh2_kg.2__1202__AT1G69440.1	NA	NA	AT1G69440.1
AT1G69450	1:26106790-26110357:-	fgenesh1_pg.C_scaffold_2001278	NA	Bo6g108870.1	AT1G69450.3
AT1G69460	1:26111688-26113256:-	scaffold_201802.1	NA	NA	AT1G69460.1
AT1G69470	1:26113575-26113997:+	scaffold_201803.1	NA	Bo6g108900.1	AT1G69470.1
AT1G69480	1:26113990-26117955:-	NA	Bra004383.1-P	Bo6g108910.1	AT1G69480.2
AT1G69490	1:26122080-26123514:+	fgenesh2_kg.2__1206__AT1G69490.1	NA	NA	AT1G69490.1
AT1G69500	1:26123940-26126057:+	fgenesh2_kg.2__1207__AT1G69500.1	Bra004386.1-P	Bo6g108940.1	AT1G69500.1
AT1G69510	1:26126304-26128068:+	Al_scaffold_0002_1610	NA	NA	AT1G69510.2
AT1G69520	1:26128288-26129602:+	NA	NA	Bo6g108990.1	AT1G69520.2
AT1G69523	1:26129551-26131292:+	NA	Bra004391.1-P	Bo6g109020.1	AT1G69523.1
AT1G69526	1:26131294-26133313:+	fgenesh1_pm.C_scaffold_2000988	NA	NA	AT1G69526.2
AT1G69530	1:26141726-26143538:+	fgenesh2_kg.2__1216__AT1G69530.4	NA	Bo6g109040.1	AT1G69530.3
AT1G69540	1:26145001-26147751:-	Al_scaffold_0002_1615	Bra004393.1-P	Bo6g109050.1	AT1G69540.2
AT1G69550	1:26148021-26153600:-	Al_scaffold_0002_1616	NA	NA	AT1G69550.1
AT1G69560	1:26157702-26159094:+	fgenesh2_kg.2__1220__AT1G69560.1	Bra004394.1-P	Bo6g109070.1	AT1G69560.2
AT1G69570	1:26161528-26163715:-	fgenesh2_kg.2__1221__AT1G69570.1	Bra004396.1-P,Bra003994.1-P	Bo6g109100.1	AT1G69570.1
AT1G69580	1:26171856-26174022:+	fgenesh2_kg.2__1223__AT1G69580.2	Bra003993.1-P,Bra004397.1-P	Bo6g109120.1	AT1G69580.2
AT1G69588	1:26178042-26178925:+	scaffold_201818.1	Bra004398.1-P	Bo6g109150.1,Bo6g109130.1	AT1G69588.1
AT1G69600	1:26182156-26183546:+	scaffold_201819.1	Bra004399.1-P,Bra007869.1-P	Bo6g109180.1,Bo2g064220.1	AT1G69600.1
AT1G69610	1:26186713-26189568:+	fgenesh2_kg.2__1226__AT1G69610.1	Bra007870.1-P	Bo2g064240.1	AT1G69610.2
AT1G69620	1:26189775-26191404:+	scaffold_201821.1	Bra004400.1-P,Bra007871.1-P	Bo2g064250.1	AT1G69620.1
AT1G69630	1:26191472-26193174:-	fgenesh2_kg.2__1228__AT1G69630.1	NA	NA	AT1G69630.1
AT1G69640	1:26193618-26195726:-	fgenesh2_kg.2__1229__AT1G69640.1	Bra004404.1-P,Bra007872.1-P	Bo6g109260.1,Bo2g064260.1	AT1G69640.1
AT1G69650	1:26197498-26198821:-	Al_scaffold_0002_1624	Bra007873.1-P	NA	AT1G69650.1
AT1G69660	1:26199623-26200603:-	fgenesh1_pm.C_scaffold_2001000	Bra007874.1-P	NA	AT1G69660.1
AT1G69670	1:26201986-26204795:-	fgenesh2_kg.2__1230__AT1G69670.1	NA	NA	AT1G69670.1
AT1G69680	1:26204805-26206991:+	Al_scaffold_0002_1627	Bra004406.1-P	Bo6g110280.1	AT1G69680.1
AT1G69690	1:26216009-26218071:+	fgenesh2_kg.2__1231__AT1G69690.1	Bra007875.1-P	NA	AT1G69690.1
AT1G69700	1:26220190-26221870:+	fgenesh2_kg.2__1232__AT1G69700.1	NA	NA	AT1G69700.1
AT1G69710	1:26222004-26226664:+	fgenesh2_kg.2__1233__AT1G69710.1	NA	NA	AT1G69710.1
AT1G69720	1:26226731-26228580:+	fgenesh1_pm.C_scaffold_2001006	NA	NA	AT1G69720.1
AT1G69730	1:26228565-26231375:-	fgenesh2_kg.2__1234__AT1G69730.1	NA	NA	AT1G69730.1
AT1G69740	1:26231620-26235043:+	fgenesh1_pg.C_scaffold_2001307	NA	NA	AT1G69740.3
AT1G69750	1:26235071-26238542:+	Al_scaffold_0002_1636	NA	NA	AT1G69750.3
AT1G69760	1:26239260-26240843:-	scaffold_201838.1	Bra016267.1-P	Bo6g110360.1	AT1G69760.1
AT1G69770	1:26248118-26253687:-	fgenesh1_pm.C_scaffold_2001011	NA	NA	AT1G69770.1
AT1G69780	1:26258788-26260781:+	fgenesh2_kg.2__1238__AT1G69780.1	Bra016266.1-P	Bo2g064570.1,Bo6g110380.1	AT1G69780.1
AT1G69790	1:26266592-26269013:+	fgenesh2_kg.2__1239__AT1G69790.1	Bra016265.1-P	Bo6g110400.1	AT1G69790.1
AT1G69800	1:26274195-26276336:-	fgenesh2_kg.2__1241__AT1G69800.1	NA	Bo2g064620.1,Bo6g110420.1	AT1G69800.2
AT1G69810	1:26276948-26279255:-	fgenesh1_pg.C_scaffold_2001315	Bra007884.1-P	Bo6g110430.1	AT1G69810.1
AT1G69825	1:26286496-26286929:+	fgenesh1_pm.C_scaffold_2001017	NA	NA	AT1G69825.1
AT1G69828	1:26287522-26287948:+	fgenesh1_pm.C_scaffold_2001018	NA	NA	AT1G69828.1
AT1G69830	1:26288228-26293173:-	fgenesh1_pg.C_scaffold_2001317	Bra016262.1-P	Bo6g110440.1	AT1G69830.1
AT1G69840	1:26293588-26295922:-	fgenesh1_pm.C_scaffold_2001020	Bra016261.1-P,Bra007885.1-P	Bo6g110450.1	AT1G69840.3
AT1G69850	1:26296540-26300684:-	NA	NA	Bo6g110460.1	AT1G69850.1
AT1G69860	1:26309628-26312174:+	NA	Bra016260.1-P	Bo6g110470.1	AT1G69860.1
AT1G69870	1:26315787-26320233:+	fgenesh2_kg.22__7__AT1G69870.1	Bra016259.1-P	Bo6g110490.1	AT1G69870.1
AT1G69880	1:26321398-26323002:+	fgenesh2_kg.22__6__AT1G69880.1	Bra003977.1-P,Bra016258.1-P,Bra003976.1-P	Bo6g095110.1,Bo6g110510.1,Bo6g095100.1	AT1G69880.1
AT1G69890	1:26323086-26324946:-	scaffold_2200008.1	Bra003975.1-P	Bo6g095090.1	AT1G69890.1
AT1G69900	1:26326216-26327965:-	fgenesh2_kg.22__5__AT1G69900.1	Bra016254.1-P	Bo6g110560.1	AT1G69900.1
AT1G69910	1:26329863-26332426:+	fgenesh2_kg.22__4__AT1G69910.1	Bra003973.1-P	Bo6g095080.1	AT1G69910.1
AT1G69920	1:26334250-26335630:-	scaffold_2200004.1	Bra016253.1-P	Bo6g110580.1	AT1G69920.1
AT1G69930	1:26337481-26338818:-	NA	Bra016250.1-P	Bo6g110600.1	AT1G69930.1
AT1G69935	1:26341494-26343231:-	NA	Bra016249.1-P	Bo6g110610.1	AT1G69935.1
AT1G69960	1:26348721-26350697:-	fgenesh2_kg.2__1252__AT1G69960.1	Bra016247.1-P	Bo6g110630.1	AT1G69960.1
AT1G69970	1:26352563-26354613:-	fgenesh2_kg.2__1253__AT1G69970.1	Bra016246.1-P	Bo6g110640.1	AT1G69970.1
AT1G69980	1:26355874-26357731:-	fgenesh2_kg.2__1255__AT1G69980.1	Bra016245.1-P	Bo6g110650.1	AT1G69980.1
AT1G69990	1:26360235-26362010:-	scaffold_201862.1	Bra016244.1-P	Bo6g110660.1	AT1G69990.1
AT1G70000	1:26362979-26364878:-	fgenesh2_kg.2__1257__AT1G70000.1	NA	NA	AT1G70000.1
AT1G70020	1:26377370-26378359:+	Al_scaffold_0002_1665	NA	Bo6g110680.1	AT1G70020.1
AT1G70030	1:26378641-26380379:+	fgenesh2_kg.2__1258__AT1G70030.1	NA	NA	AT1G70030.1
AT1G70040	1:26381233-26382131:+	fgenesh2_kg.2__1259__AT1G70040.1	NA	NA	AT1G70040.1
AT1G70060	1:26383216-26389916:+	fgenesh2_kg.2__1260__AT1G70060.1	Bra016241.1-P	Bo6g110720.1	AT1G70060.2
AT1G70070	1:26390016-26394196:-	fgenesh2_kg.2__1261__AT1G70070.1	Bra016240.1-P	NA	AT1G70070.1
AT1G70090	1:26400694-26402815:+	fgenesh2_kg.2__1263__AT1G70090.1	Bra016237.1-P	Bo6g110760.1	AT1G70090.1
AT1G70100	1:26402978-26406190:+	fgenesh2_kg.2__1264__AT1G70100.1	Bra016236.1-P	Bo6g110770.1	AT1G70100.3
AT1G70110	1:26406238-26408343:-	fgenesh1_pm.C_scaffold_2001036	NA	NA	AT1G70110.1
AT1G70120	1:26408921-26409597:+	scaffold_201881.1	NA	NA	AT1G70120.1
AT1G70130	1:26409601-26411828:-	fgenesh1_pm.C_scaffold_2001038	Bra016234.1-P	Bo6g110790.1	AT1G70130.1
AT1G70140	1:26412500-26415258:-	fgenesh2_kg.2__1269__AT1G70140.1	Bra016233.1-P	Bo6g110800.1	AT1G70140.1
AT1G70150	1:26416872-26419788:+	Al_scaffold_0002_1680	Bra016232.1-P	Bo6g110810.1	AT1G70150.1
AT1G70160	1:26419894-26422531:+	fgenesh2_kg.2__1270__AT1G70160.1	Bra016231.1-P	Bo6g110820.1	AT1G70160.1
AT1G70170	1:26423874-26425356:+	fgenesh2_kg.2__1271__AT1G70170.1	NA	NA	AT1G70170.1
AT1G70180	1:26426269-26429409:+	fgenesh2_kg.2__1272__AT1G70180.2	Bra003964.1-P	Bo6g094900.1	AT1G70180.2
AT1G70190	1:26430498-26432270:+	fgenesh2_kg.2__1274__AT1G70190.1	Bra003963.1-P	Bo6g094890.1	AT1G70190.1
AT1G70200	1:26432297-26434538:-	scaffold_201894.1	Bra003962.1-P	Bo6g094880.1	AT1G70200.1
AT1G70210	1:26439556-26443007:+	scaffold_201895.1	NA	NA	AT1G70210.1
AT1G70220	1:26446084-26448058:-	fgenesh2_kg.2__1276__AT1G70220.1	NA	NA	AT1G70220.1
AT1G70230	1:26450166-26452039:+	Al_scaffold_0002_1689	NA	NA	AT1G70230.1
AT1G70250	1:26452847-26456305:+	fgenesh2_kg.2__1278__AT1G70250.1	NA	NA	AT1G70250.1
AT1G70260	1:26456774-26459570:-	scaffold_201899.1	Bra003959.1-P	Bo2g068030.1,Bo6g094840.1	AT1G70260.1
AT1G70270	1:26464226-26464919:+	fgenesh2_kg.2__1280__AT1G70270.1	NA	Bo2g068050.1	AT1G70270.2
AT1G70280	1:26465804-26468804:-	fgenesh2_kg.2__1282__AT1G70280.2	NA	NA	AT1G70280.2
AT1G70290	1:26470795-26474833:-	scaffold_201903.1	Bra007906.1-P	Bo2g068060.1	AT1G70290.1
AT1G70300	1:26477743-26481630:-	scaffold_201904.1	Bra007910.1-P	Bo2g068090.1	AT1G70300.1
AT1G70330	1:26502909-26504619:+	fgenesh2_kg.2__1286__AT1G70330.1	NA	Bo2g068120.1	AT1G70330.1
AT1G70350	1:26507040-26508356:-	Al_scaffold_0002_1702	NA	Bo2g068130.1	AT1G70350.1
AT1G70360	1:26508486-26509325:+	Al_scaffold_0002_1703	NA	NA	AT1G70360.1
AT1G70370	1:26512681-26515255:-	scaffold_201914.1	NA	NA	AT1G70370.1
AT1G70380	1:26526212-26527345:-	fgenesh1_pg.C_scaffold_2001367	NA	NA	AT1G70380.1
AT1G70410	1:26533824-26538437:-	fgenesh2_kg.2__1291__AT1G70410.2	Bra016223.1-P	Bo2g068140.1	AT1G70410.2
AT1G70420	1:26539542-26540818:-	fgenesh2_kg.2__1292__AT1G70420.1	Bra016221.1-P	Bo6g111020.1,Bo2g068150.1	AT1G70420.1
AT1G70430	1:26545189-26549216:+	fgenesh2_kg.2__1293__AT1G70430.1	Bra016220.1-P,Bra007914.1-P	Bo2g068160.1,Bo6g111030.1	AT1G70430.3
AT1G70440	1:26548952-26550636:-	fgenesh2_kg.2__1294__AT1G70440.1	Bra016219.1-P	Bo6g111040.1	AT1G70440.1
AT1G70450	1:26552576-26554559:+	scaffold_201930.1	NA	NA	AT1G70450.1
AT1G70460	1:26555705-26559322:+	fgenesh2_kg.2__1296__AT1G70460.1	NA	NA	AT1G70460.1
AT1G70470	1:26559359-26560123:-	fgenesh2_kg.2__1297__AT1G70470.1	Bra016217.1-P	Bo2g068180.1,Bo6g111060.1	AT1G70470.1
AT1G70480	1:26561716-26563952:+	scaffold_201933.1	Bra016216.1-P	Bo6g111070.1	AT1G70480.2
AT1G70490	1:26563718-26565865:-	NA	NA	Bo2g068190.1	AT1G70490.4
AT1G70500	1:26566398-26568871:-	Al_scaffold_0002_1723	Bra016213.1-P	NA	AT1G70500.1
AT1G70505	1:26570226-26572821:+	fgenesh2_kg.2__1304__AT1G70505.1	Bra007919.1-P,Bra016208.1-P	Bo2g068230.1	AT1G70505.1
AT1G70510	1:26576486-26582879:+	fgenesh2_kg.2__1305__AT1G70510.1	NA	NA	AT1G70510.2
AT1G70520	1:26584729-26587628:-	scaffold_201939.1	Bra007921.1-P	Bo2g068260.1	AT1G70520.1
AT1G70530	1:26588391-26591776:-	scaffold_201941.1	Bra016206.1-P,Bra016205.1-P	NA	AT1G70530.1
AT1G70540	1:26593930-26594770:+	fgenesh2_kg.2__1309__AT1G70540.1	Bra007922.1-P	Bo2g068290.1	AT1G70540.1
AT1G70550	1:26597067-26600445:+	Al_scaffold_0002_1729	Bra016204.1-P,Bra007923.1-P	Bo2g068310.1	AT1G70550.1
AT1G70560	1:26604855-26607652:+	fgenesh2_kg.2__1312__AT1G70560.1	Bra007924.1-P,Bra016203.1-P	Bo2g068320.1	AT1G70560.1
AT1G70570	1:26608600-26612349:+	scaffold_201945.1	NA	NA	AT1G70570.2
AT1G70580	1:26612359-26616071:+	scaffold_201947.1	Bra016202.1-P	Bo6g112170.1	AT1G70580.1
AT1G70590	1:26618099-26620421:+	fgenesh2_kg.2__1319__AT1G70590.1	NA	Bo6g112190.1	AT1G70590.1
AT1G70600	1:26620821-26621779:-	fgenesh2_kg.2__1320__AT1G70600.1	NA	Bo6g112200.1	AT1G70600.1
AT1G70610	1:26621899-26626508:+	fgenesh2_kg.2__1321__AT1G70610.1	NA	NA	AT1G70610.1
AT1G70630	1:26631112-26634259:+	fgenesh2_kg.2__1323__AT1G70630.1	Bra016198.1-P	Bo6g112220.1	AT1G70630.3
AT1G70640	1:26636110-26637876:+	scaffold_201955.1	NA	NA	AT1G70640.1
AT1G70650	1:26638075-26642268:+	fgenesh2_kg.2__1324__AT1G70650.1	Bra016196.1-P	Bo6g112240.1	AT1G70650.2
AT1G70660	1:26640565-26642149:+	fgenesh2_kg.2__1325__AT1G70660.1	NA	NA	AT1G70660.1
AT1G70670	1:26644565-26646200:+	scaffold_201958.1	NA	NA	AT1G70670.1
AT1G70680	1:26647205-26648737:+	scaffold_201959.1	NA	NA	AT1G70680.1
AT1G70690	1:26651840-26653643:+	fgenesh2_kg.2__1327__AT1G70690.1	Bra007936.1-P,Bra016194.1-P	Bo6g112280.1,Bo2g068440.1	AT1G70690.1
AT1G70710	1:26659129-26663337:-	scaffold_201962.1	Bra016192.1-P,Bra003946.1-P	Bo6g094610.1,Bo6g112310.1	AT1G70710.1
AT1G70720	1:26666383-26667305:+	fgenesh2_kg.2__1332__AT1G70720.1	Bra007939.1-P	Bo2g068490.1	AT1G70720.2
AT1G70730	1:26668646-26673166:-	scaffold_201965.1	NA	NA	AT1G70730.3
AT1G70740	1:26673563-26676042:-	fgenesh2_kg.2__1335__AT1G70740.1	Bra016191.1-P,Bra007940.1-P	Bo6g112330.1	AT1G70740.1
AT1G70750	1:26679872-26683355:-	scaffold_201967.1	Bra016190.1-P	Bo6g112340.1	AT1G70750.1
AT1G70760	1:26687202-26688384:+	scaffold_201968.1	Bra007941.1-P,Bra016189.1-P	Bo6g112350.1	AT1G70760.1
AT1G70770	1:26687798-26691281:-	fgenesh2_kg.2__1337__AT1G70770.1	Bra007942.1-P	Bo6g112360.1	AT1G70770.2
AT1G70780	1:26695166-26696392:-	scaffold_201970.1	Bra016187.1-P	Bo6g112380.1	AT1G70780.1
AT1G70790	1:26699321-26702544:+	fgenesh2_kg.2__1340__AT1G70790.2	NA	Bo6g112400.1	AT1G70790.1
AT1G70800	1:26702493-26703926:+	fgenesh1_pm.C_scaffold_2001102	Bra016185.1-P	Bo6g112410.1	AT1G70800.1
AT1G70810	1:26703966-26705360:+	fgenesh1_pm.C_scaffold_2001103	Bra016185.1-P	Bo6g112410.1	AT1G70810.1
AT1G70820	1:26705420-26708265:+	fgenesh2_kg.2__1343__AT1G70820.1	NA	NA	AT1G70820.1
AT1G70830	1:26709889-26711587:-	scaffold_201976.1	NA	NA	AT1G70830.1
AT1G70840	1:26712982-26714069:-	fgenesh2_kg.2__1348__AT1G70840.1	NA	NA	AT1G70840.1
AT1G70850	1:26714866-26716901:-	Al_scaffold_0002_1762	NA	NA	AT1G70850.1
AT1G70870	1:26721020-26721563:-	fgenesh1_pm.C_scaffold_2001108	NA	NA	AT1G70870.1
AT1G70880	1:26722846-26723978:-	fgenesh2_kg.2__1353__AT1G70880.1	NA	NA	AT1G70880.1
AT1G70890	1:26725521-26726652:-	fgenesh2_kg.2__1354__AT1G70890.1	NA	NA	AT1G70890.1
AT1G70895	1:26727555-26729374:+	NA	Bra016177.1-P	Bo6g112530.1	AT1G70895.1
AT1G70900	1:26731782-26734022:+	fgenesh2_kg.2__1355__AT1G70900.1	Bra016176.1-P	NA	AT1G70900.1
AT1G70910	1:26734155-26734771:+	scaffold_201988.1,scaffold_201989.1	NA	NA	AT1G70910.1
AT1G70920	1:26735894-26738665:+	fgenesh2_kg.2__1356__AT1G70920.1	Bra016174.1-P	NA	AT1G70920.1
AT1G70940	1:26742940-26746469:+	Al_scaffold_0002_1774	Bra016173.1-P	Bo6g112590.1	AT1G70940.1
AT1G70949	1:26752401-26752664:-	scaffold_201993.1	NA	NA	AT1G70949.1
AT1G70950	1:26752597-26755407:+	scaffold_201994.1	NA	NA	AT1G70950.1
AT1G70985	1:26764672-26765285:-	fgenesh2_kg.2__1358__AT1G70985.1	NA	Bo6g112610.1	AT1G70985.1
AT1G70990	1:26767250-26768215:-	NA	NA	Bo6g112620.1	AT1G70990.1
AT1G71000	1:26768792-26770177:-	fgenesh1_pm.C_scaffold_2001119	Bra016169.1-P	Bo6g112630.1	AT1G71000.1
AT1G71010	1:26782048-26788973:+	Al_scaffold_0002_1783	Bra016167.1-P	Bo6g112640.1	AT1G71010.1
AT1G71015	1:26788861-26790262:-	scaffold_202006.1	Bra016166.1-P,Bra007955.1-P	Bo6g112650.1	AT1G71015.1
