source:Oryza/oryzasativa_Oryza_algEnsemblCompara_nosingles	oryza_sativa	oryza_indica	oryza_brachyantha	oryza_meridionalis	oryza_glaberrima	oryza_punctata	oryza_longistaminata	oryza_barthii	oryza_nivara	oryza_rufipogon	oryza_glumipatula	
Os02t0686300-01.faa	1	0	1	0	1	1	0	1	1	1	1	
Os02t0686400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0686500-01.faa	1	1	1	1	1	1	0	0	0	1	1	
Os02t0686600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0686700-01.faa	1	1	1	0	1	1	1	0	1	1	1	
Os02t0686800-01.faa	1	1	1	0	1	1	0	0	1	1	1	
Os02t0687200-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0687500-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0687900-01.faa	1	1	0	0	1	1	1	1	1	1	1	
Os02t0688200-00.faa	1	1	0	0	1	0	1	1	1	1	1	
Os02t0688500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0688900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0689000-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0689066-00.faa	1	0	0	0	0	0	0	0	0	0	1	
Os02t0689132-00.faa	1	0	0	1	1	0	0	0	0	0	0	
Os02t0689200-03.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0689500-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0689600-00.faa	1	0	1	1	0	1	1	0	0	0	0	
Os02t0689700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0689800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0689900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0690200-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0690500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0690600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0690700-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0690800-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0691500-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0691900-01.faa	1	0	0	0	0	0	0	1	0	0	1	
Os02t0692000-01.faa	1	1	1	2	1	1	1	1	2	1	2	
Os02t0692700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0693000-01.faa	1	1	1	1	1	1	0	1	1	0	1	
Os02t0693200-01.faa	1	1	1	1	1	0	1	0	1	1	1	
Os02t0693500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0693700-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0694100-01.faa	1	1	1	1	1	0	0	0	1	1	1	
Os02t0694201-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0694300-01.faa	1	0	0	0	0	0	0	1	0	0	0	
Os02t0694400-02.faa	2	0	0	0	1	0	0	0	0	0	0	
Os02t0694800-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0694900-00.faa	1	1	0	1	0	1	0	0	1	1	1	
Os02t0695050-00.faa	1	0	0	0	0	0	0	1	0	0	0	
Os02t0695200-01.faa	1	1	1	1	0	1	0	1	1	1	1	
Os02t0695600-01.faa	1	1	1	0	0	1	0	1	1	1	1	
Os02t0695700-01.faa	1	1	1	1	0	1	0	1	1	1	1	
Os02t0695800-01.faa	2	1	1	1	0	1	1	1	1	1	1	
Os02t0696500-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0696600-00.faa	1	0	0	1	0	0	0	0	1	0	0	
Os02t0696700-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0696900-00.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0697200-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os02t0697300-01.faa	1	1	1	1	0	0	0	1	0	0	1	
Os02t0697400-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0697500-02.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0697600-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0697700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0697800-01.faa	1	1	1	0	1	0	1	1	1	1	0	
Os02t0698000-01.faa	1	1	1	1	1	1	1	1	0	1	1	
Os02t0698100-01.faa	1	1	0	0	1	1	1	1	1	1	1	
Os02t0698800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0699000-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os02t0699300-01.faa	1	1	1	1	0	1	0	1	1	1	1	
Os02t0699400-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0699433-00.faa	1	0	0	1	0	0	0	0	0	0	1	
Os02t0699600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0699700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0699800-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os02t0699900-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0700000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0700100-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0700300-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0700400-01.faa	1	1	0	0	1	0	0	0	0	0	0	
Os02t0700500-01.faa	1	1	1	2	1	1	2	1	1	1	2	
Os02t0700600-01.faa	1	1	1	1	1	1	1	0	1	1	1	
Os02t0700700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0701300-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0701600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0701900-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os02t0702000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0702100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0702400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0702500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0702600-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0702700-01.faa	1	0	1	0	0	0	0	0	0	1	0	
Os02t0702800-01.faa	1	0	1	1	1	1	0	1	1	1	1	
Os02t0703300-01.faa	1	1	1	1	1	1	0	0	1	1	1	
Os02t0703600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0703800-01.faa	1	0	0	0	0	0	0	1	0	0	1	
Os02t0703900-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0704000-01.faa	1	1	1	0	1	2	1	1	1	1	1	
Os02t0704131-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os02t0704300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0704500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0704600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0704800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0704900-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0704933-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os02t0704966-00.faa	1	1	1	0	1	1	0	1	1	1	0	
Os02t0705000-01.faa	1	1	0	1	1	1	0	1	1	1	1	
Os02t0705100-01.faa	1	0	1	0	1	1	1	1	1	1	0	
Os02t0705300-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0705400-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0705500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0705600-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os02t0706400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0706500-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0706600-00.faa	1	0	0	1	0	1	0	0	1	0	1	
Os02t0706900-00.faa	1	1	1	1	0	1	2	1	1	1	1	
Os02t0707000-00.faa	1	1	1	1	0	1	0	1	1	1	1	
Os02t0707051-00.faa	1	0	0	0	0	0	0	0	1	1	0	
Os02t0707100-01.faa	1	1	0	1	0	1	1	1	1	1	1	
Os02t0707200-00.faa	1	1	1	1	0	1	0	1	1	1	1	
Os02t0708000-01.faa	1	2	1	1	0	1	1	1	1	1	1	
Os02t0708100-02.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0708200-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os02t0708300-01.faa	1	0	0	0	0	0	1	0	0	0	0	
Os02t0708400-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0708500-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0708600-01.faa	1	1	0	0	0	0	0	0	0	0	0	
Os02t0709000-00.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0709100-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0709200-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0709300-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0709350-00.faa	1	1	0	1	0	0	0	0	0	1	1	
Os02t0709600-02.faa	1	0	1	1	0	1	1	1	0	1	1	
Os02t0709800-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0710102-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os02t0710300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0710500-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os02t0710700-00.faa	1	1	0	1	1	0	0	1	0	0	1	
Os02t0710800-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0710900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0711100-01.faa	1	1	1	0	1	1	0	1	1	1	1	
Os02t0711300-01.faa	1	1	1	1	1	1	0	1	1	1	0	
Os02t0711400-01.faa	1	1	0	1	1	0	0	0	1	1	1	
Os02t0711900-00.faa	1	1	0	1	0	1	0	1	1	1	1	
Os02t0712000-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0712400-01.faa	1	1	1	1	0	1	0	0	0	0	1	
Os02t0712500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0712550-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os02t0712600-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0712700-01.faa	1	1	1	1	1	1	1	1	0	1	0	
Os02t0712800-01.faa	1	1	0	0	1	0	0	1	1	1	0	
Os02t0713250-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0713400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0713500-00.faa	1	1	0	1	1	0	1	1	1	1	1	
Os02t0713700-01.faa	1	1	0	1	1	1	0	0	1	1	1	
Os02t0713900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0714000-01.faa	1	1	1	0	1	0	0	0	1	0	0	
Os02t0714100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0714200-01.faa	1	1	1	0	1	1	3	1	1	1	1	
Os02t0714300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0714500-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0714600-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os02t0714700-01.faa	1	0	0	0	1	1	0	1	1	1	1	
Os02t0714801-00.faa	1	0	0	0	0	0	0	0	0	1	1	
Os02t0715000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0715200-01.faa	1	1	1	1	1	1	1	0	1	1	1	
Os02t0715300-01.faa	1	1	1	1	1	1	1	0	1	1	1	
Os02t0715400-00.faa	1	1	0	1	1	1	0	1	1	1	1	
Os02t0716500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0716800-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os02t0717100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0717200-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0717300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0717400-01.faa	1	1	1	1	3	1	1	1	1	1	1	
Os02t0717500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0717600-01.faa	1	1	0	1	1	1	0	1	1	1	1	
Os02t0717700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0717900-01.faa	1	1	1	2	1	1	0	0	1	1	1	
Os02t0718000-01.faa	1	1	0	2	1	1	0	1	1	1	1	
Os02t0718600-01.faa	1	1	0	1	1	0	0	0	1	1	1	
Os02t0718900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0719000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0719100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0719600-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os02t0719700-01.faa	1	1	0	1	1	2	0	1	1	1	0	
Os02t0719800-02.faa	1	1	1	1	1	2	1	1	1	1	1	
Os02t0720100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0720200-01.faa	1	1	1	1	1	1	1	1	0	1	0	
Os02t0720300-01.faa	1	1	1	1	1	1	1	1	1	1	0	
Os02t0720400-00.faa	1	1	0	1	1	1	0	1	1	1	1	
Os02t0720500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0720600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0720700-01.faa	1	1	1	1	1	1	1	1	1	1	2	
Os02t0720900-01.faa	1	1	1	1	1	1	0	0	1	1	1	
Os02t0721100-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os02t0721200-00.faa	1	1	1	1	1	0	0	0	1	1	1	
Os02t0721600-01.faa	1	1	1	0	1	0	1	1	1	1	1	
Os02t0721700-01.faa	1	1	1	1	1	0	1	1	1	1	1	
Os02t0721800-01.faa	1	1	1	0	1	1	0	1	1	1	1	
Os02t0722001-00.faa	1	1	0	1	1	1	1	2	1	1	1	
Os02t0722300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0722400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0722500-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0722700-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0722800-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0723200-01.faa	1	1	0	0	1	1	1	0	1	1	1	
Os02t0723300-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0723400-02.faa	1	1	0	0	1	1	1	1	1	1	1	
Os02t0723600-00.faa	1	1	1	0	1	1	1	0	1	1	1	
Os02t0723700-01.faa	1	1	1	0	1	1	1	1	0	1	1	
Os02t0724000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0724100-01.faa	1	1	1	1	1	1	0	1	1	1	0	
Os02t0724500-00.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0724600-01.faa	1	1	0	1	1	0	1	1	1	1	1	
Os02t0725000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0725100-01.faa	1	1	1	1	1	2	1	1	1	1	1	
Os02t0725200-01.faa	1	1	1	0	1	0	1	0	0	0	0	
Os02t0725300-01.faa	1	1	0	1	1	1	0	0	1	0	1	
Os02t0725500-00.faa	1	0	1	1	1	1	1	1	1	1	1	
Os02t0725600-01.faa	1	0	1	0	0	1	1	1	0	0	0	
Os02t0725700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0725900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0726000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0726300-01.faa	1	0	1	1	1	0	0	1	1	1	1	
Os02t0726400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0726500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0726600-01.faa	1	1	1	1	1	1	0	0	1	1	1	
Os02t0726700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0727100-01.faa	1	1	2	1	2	1	1	1	1	1	1	
Os02t0727300-01.faa	1	1	1	1	1	2	3	1	1	1	1	
Os02t0727500-01.faa	1	1	1	1	1	2	1	1	1	1	1	
Os02t0727700-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0727966-01.faa	1	0	0	0	0	1	0	0	0	0	0	
Os02t0728100-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0728001-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0728300-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0728600-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os02t0728700-01.faa	1	0	1	1	1	0	1	1	1	1	1	
Os02t0729100-00.faa	1	1	0	1	1	1	1	1	1	1	1	
Os02t0729200-00.faa	1	1	1	1	1	2	1	1	1	1	1	
Os02t0729300-01.faa	1	0	0	0	1	0	0	0	0	1	0	
Os02t0729350-00.faa	1	0	0	0	0	2	0	0	0	0	0	
Os02t0729400-01.faa	1	1	1	0	0	1	1	1	1	1	1	
Os02t0729700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0730000-02.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0730050-00.faa	1	1	1	0	1	1	0	0	0	0	0	
Os02t0730100-00.faa	1	1	0	0	1	1	1	1	1	1	1	
Os02t0730300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0730400-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0730500-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0730600-00.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0730700-02.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0730800-01.faa	1	1	1	0	1	1	1	1	2	1	1	
Os02t0730900-00.faa	1	1	1	1	1	1	1	1	2	1	1	
Os02t0731200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0731400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0731500-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0731600-01.faa	1	1	1	1	1	0	1	1	1	1	1	
Os02t0731700-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0731900-01.faa	1	2	1	1	1	1	1	1	1	1	1	
Os02t0732200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0732300-01.faa	1	0	1	0	0	1	0	0	0	0	0	
Os02t0732400-01.faa	1	1	0	1	1	1	1	1	1	1	1	
Os02t0732500-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0732600-01.faa	1	1	1	0	1	0	1	0	0	1	1	
Os02t0732700-01.faa	1	1	1	1	1	1	1	1	1	1	0	
Os02t0732800-00.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0732900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0733001-00.faa	1	1	0	1	1	1	0	1	1	1	1	
Os02t0733166-00.faa	1	1	0	1	0	0	0	0	0	0	0	
Os02t0733200-01.faa	1	1	0	1	0	1	0	1	1	1	2	
Os02t0733300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0733400-00.faa	1	1	0	1	1	1	0	1	1	1	1	
Os02t0733500-01.faa	1	1	1	2	2	1	1	0	2	2	2	
Os02t0733800-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0733900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0734300-01.faa	1	1	1	1	1	1	1	1	0	0	1	
Os02t0734400-00.faa	1	1	1	1	1	0	1	1	1	1	1	
Os02t0734500-00.faa	1	1	0	0	1	1	0	0	1	1	0	
Os02t0734600-01.faa	1	1	1	1	1	1	2	1	1	1	0	
Os02t0734800-01.faa	1	1	0	0	1	1	0	0	1	0	1	
Os02t0734900-01.faa	1	1	1	1	1	1	0	1	2	2	1	
Os02t0735100-01.faa	1	1	1	1	1	2	1	1	1	1	1	
Os02t0735200-02.faa	1	0	1	1	1	2	1	1	1	1	1	
Os02t0735700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0735800-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0735900-01.faa	1	1	2	1	1	1	1	1	1	1	1	
Os02t0736100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0736200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0736300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0736400-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0736500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0736600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0736700-00.faa	1	0	0	1	1	1	0	1	1	0	1	
Os02t0736800-01.faa	1	1	0	0	1	0	0	0	0	0	0	
Os02t0736900-01.faa	1	1	1	0	0	0	0	0	1	0	0	
Os02t0737200-00.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0737300-00.faa	1	0	0	0	0	0	0	0	0	1	0	
Os02t0737950-00.faa	1	0	1	1	0	0	1	1	0	0	0	
Os02t0738100-01.faa	1	1	0	0	0	0	0	1	1	0	0	
Os02t0738200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0738300-01.faa	1	1	0	1	2	0	0	0	1	0	2	
Os02t0738400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0738600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0738900-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os02t0739000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0739100-01.faa	1	1	0	0	0	0	0	0	0	0	0	
Os02t0739400-01.faa	1	1	0	1	1	1	1	0	1	1	1	
Os02t0739600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0739650-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os02t0739700-01.faa	1	1	1	1	1	1	0	1	1	0	1	
Os02t0739900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0740300-01.faa	1	1	1	0	1	1	0	0	0	1	1	
Os02t0740400-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0740500-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0740600-01.faa	1	1	1	0	1	1	0	1	1	1	1	
Os02t0740700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0740900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0741000-00.faa	2	0	0	1	1	0	0	0	1	0	0	
Os02t0741100-01.faa	1	1	1	1	1	0	1	1	1	1	1	
Os02t0741200-01.faa	1	1	1	0	1	0	1	0	0	0	0	
Os02t0741300-01.faa	1	1	1	1	1	0	1	1	1	1	1	
Os02t0741400-01.faa	1	0	0	0	1	0	0	0	0	0	0	
Os02t0741500-01.faa	1	1	1	1	0	0	1	1	1	1	1	
Os02t0741700-01.faa	1	1	0	1	0	0	0	1	1	1	1	
Os02t0741800-01.faa	1	1	1	1	0	1	1	1	1	1	1	
Os02t0741900-01.faa	1	1	1	1	0	1	0	1	1	1	1	
Os02t0742000-01.faa	1	1	1	0	1	0	1	1	1	0	1	
Os02t0742050-00.faa	1	0	0	0	1	0	0	0	0	0	0	
Os02t0742100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0742200-01.faa	1	1	1	1	1	2	1	1	1	1	1	
Os02t0742500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0742700-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0742800-01.faa	1	0	0	0	0	1	0	0	0	0	0	
Os02t0742900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0743100-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0743200-01.faa	1	1	0	0	1	1	0	1	1	1	1	
Os02t0743400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0743500-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0743600-00.faa	1	1	0	0	1	0	0	1	1	1	1	
Os02t0743700-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0743800-02.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0743900-00.faa	1	1	0	0	1	0	0	1	1	0	1	
Os02t0744000-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os02t0744100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0744200-01.faa	1	1	1	1	1	1	3	1	1	1	1	
Os02t0744501-00.faa	1	0	0	0	1	0	0	0	0	1	1	
Os02t0744650-00.faa	1	1	0	1	1	1	1	1	1	1	1	
Os02t0744700-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0744900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0745000-01.faa	1	1	2	1	1	1	1	1	1	1	1	
Os02t0745100-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0745300-00.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0745400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0745600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0745700-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0746000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0747400-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0747500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0747600-01.faa	1	1	1	1	1	1	1	1	1	1	0	
Os02t0747900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0748100-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0748300-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0748800-00.faa	1	1	1	1	1	2	1	1	1	1	1	
Os02t0749000-01.faa	2	1	0	0	2	0	0	1	1	2	1	
Os02t0749100-01.faa	1	0	1	0	0	0	0	0	0	0	0	
Os02t0749150-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0749300-01.faa	1	1	1	2	1	1	1	1	1	1	1	
Os02t0749450-01.faa	1	1	1	1	1	2	0	0	1	1	0	
Os02t0749500-01.faa	1	0	0	0	0	0	1	0	0	0	0	
Os02t0749700-01.faa	1	1	0	1	1	0	1	1	1	1	1	
Os02t0749800-01.faa	1	1	1	1	1	1	0	0	1	0	0	
Os02t0749900-01.faa	1	1	0	1	2	0	1	1	1	1	1	
Os02t0750100-00.faa	1	1	0	0	0	0	0	0	0	0	0	
Os02t0750400-01.faa	1	0	1	0	1	0	1	0	0	0	0	
Os02t0750500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0750600-01.faa	1	1	1	0	0	0	0	0	0	0	0	
Os02t0750701-00.faa	1	0	1	0	0	0	0	0	0	0	0	
Os02t0750800-00.faa	1	0	1	1	0	1	0	1	1	1	1	
Os02t0751100-01.faa	1	1	1	1	1	1	1	2	1	1	1	
Os02t0751300-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0751600-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0751800-01.faa	1	0	1	0	1	1	0	1	1	1	1	
Os02t0751900-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0752000-01.faa	1	1	1	1	1	1	2	1	1	1	1	
Os02t0752200-01.faa	1	2	1	1	1	0	1	1	1	1	1	
Os02t0752300-01.faa	1	1	1	1	1	0	1	1	1	1	1	
Os02t0752600-00.faa	1	1	1	1	1	0	1	1	1	1	1	
Os02t0752800-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0753000-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0753200-01.faa	1	1	1	1	1	1	1	1	1	1	1	
Os02t0753300-01.faa	1	1	1	0	1	1	1	1	1	1	1	
Os02t0753400-01.faa	1	1	1	1	1	1	0	1	1	1	1	
Os02t0753500-01.faa	1	1	1	1	1	1	1	1	1	1	1	
